state,district,market_id,market_name,commodity,date,day_of_week,month,day_of_year,arrivals_tonnes,mandi_capacity_mt,modal_price_rs_qtl,min_price_rs_qtl,max_price_rs_qtl,msp_rs_qtl,msp_spread_rs_qtl,rainfall_48h_mm,rain_alert,satellite_ndvi_index,source,lag_arrival_t1,lag_arrival_t7,rolling_mean_7d
Madhya Pradesh,Sehore,2,Ichhawar Sub-Mandi,Soybean,2024-09-15,6,9,259,7.1,480,4541,4223,4768,4892,-351,30.2,1,0.895,Agmarknet-DMI / IMD-Grid / Sentinel-2,262.9,4.5,301.6
Madhya Pradesh,Sehore,2,Ichhawar Sub-Mandi,Soybean,2024-09-16,0,9,260,400.5,480,4348,4044,4565,4892,-544,0.0,0,0.836,Agmarknet-DMI / IMD-Grid / Sentinel-2,7.1,437.6,296.3
Madhya Pradesh,Sehore,2,Ichhawar Sub-Mandi,Soybean,2024-09-17,1,9,261,405.6,480,4370,4064,4588,4892,-522,0.0,0,0.885,Agmarknet-DMI / IMD-Grid / Sentinel-2,400.5,397.2,297.5
Madhya Pradesh,Sehore,2,Ichhawar Sub-Mandi,Soybean,2024-09-18,2,9,262,380.0,480,4265,3966,4478,4892,-627,0.0,0,0.829,Agmarknet-DMI / IMD-Grid / Sentinel-2,405.6,338.0,303.5
Madhya Pradesh,Sehore,2,Ichhawar Sub-Mandi,Soybean,2024-09-19,3,9,263,344.3,480,4286,3986,4500,4892,-606,24.1,0,0.872,Agmarknet-DMI / IMD-Grid / Sentinel-2,380.0,369.5,299.9
Madhya Pradesh,Sehore,2,Ichhawar Sub-Mandi,Soybean,2024-09-20,4,9,264,313.2,480,4348,4044,4565,4892,-544,0.0,0,0.872,Agmarknet-DMI / IMD-Grid / Sentinel-2,344.3,299.1,301.9
Madhya Pradesh,Sehore,2,Ichhawar Sub-Mandi,Soybean,2024-09-21,5,9,265,431.6,480,4339,4035,4556,4892,-553,32.2,1,0.881,Agmarknet-DMI / IMD-Grid / Sentinel-2,313.2,262.9,326.0
Madhya Pradesh,Sehore,2,Ichhawar Sub-Mandi,Soybean,2024-09-22,6,9,266,5.3,480,4545,4227,4772,4892,-347,0.0,0,0.912,Agmarknet-DMI / IMD-Grid / Sentinel-2,431.6,7.1,325.8
Madhya Pradesh,Sehore,2,Ichhawar Sub-Mandi,Soybean,2024-09-23,0,9,267,554.0,480,4280,3980,4494,4892,-612,28.7,1,0.901,Agmarknet-DMI / IMD-Grid / Sentinel-2,5.3,400.5,347.7
Madhya Pradesh,Sehore,2,Ichhawar Sub-Mandi,Soybean,2024-09-24,1,9,268,609.1,480,4168,3876,4376,4892,-724,41.6,1,0.847,Agmarknet-DMI / IMD-Grid / Sentinel-2,554.0,405.6,376.8
Madhya Pradesh,Sehore,2,Ichhawar Sub-Mandi,Soybean,2024-09-25,2,9,269,375.2,480,4268,3969,4481,4892,-624,24.7,0,0.801,Agmarknet-DMI / IMD-Grid / Sentinel-2,609.1,380.0,376.1
Madhya Pradesh,Sehore,2,Ichhawar Sub-Mandi,Soybean,2024-09-26,3,9,270,274.7,480,4375,4069,4594,4892,-517,0.0,0,0.854,Agmarknet-DMI / IMD-Grid / Sentinel-2,375.2,344.3,366.2
Madhya Pradesh,Sehore,2,Ichhawar Sub-Mandi,Soybean,2024-09-27,4,9,271,305.2,480,4355,4050,4573,4892,-537,0.0,0,0.878,Agmarknet-DMI / IMD-Grid / Sentinel-2,274.7,313.2,365.0
Madhya Pradesh,Sehore,2,Ichhawar Sub-Mandi,Soybean,2024-09-28,5,9,272,262.1,480,4350,4046,4568,4892,-542,0.0,0,0.868,Agmarknet-DMI / IMD-Grid / Sentinel-2,305.2,431.6,340.8
Madhya Pradesh,Sehore,2,Ichhawar Sub-Mandi,Soybean,2024-09-29,6,9,273,5.7,480,4473,4160,4697,4892,-419,0.0,0,0.858,Agmarknet-DMI / IMD-Grid / Sentinel-2,262.1,5.3,340.9
Madhya Pradesh,Sehore,2,Ichhawar Sub-Mandi,Soybean,2024-09-30,0,9,274,398.8,480,4305,4004,4520,4892,-587,0.0,0,0.803,Agmarknet-DMI / IMD-Grid / Sentinel-2,5.7,554.0,318.7
Madhya Pradesh,Sehore,2,Ichhawar Sub-Mandi,Soybean,2024-10-01,1,10,275,481.0,480,4287,3987,4501,4892,-605,0.0,0,0.86,Agmarknet-DMI / IMD-Grid / Sentinel-2,398.8,609.1,300.4
Madhya Pradesh,Sehore,2,Ichhawar Sub-Mandi,Soybean,2024-10-02,2,10,276,548.0,480,4245,3948,4457,4892,-647,0.0,0,0.83,Agmarknet-DMI / IMD-Grid / Sentinel-2,481.0,375.2,325.1
Madhya Pradesh,Sehore,2,Ichhawar Sub-Mandi,Soybean,2024-10-03,3,10,277,520.6,480,4267,3968,4480,4892,-625,0.0,0,0.874,Agmarknet-DMI / IMD-Grid / Sentinel-2,548.0,274.7,360.2
Madhya Pradesh,Sehore,2,Ichhawar Sub-Mandi,Soybean,2024-10-04,4,10,278,432.0,480,4272,3973,4486,4892,-620,0.0,0,0.805,Agmarknet-DMI / IMD-Grid / Sentinel-2,520.6,305.2,378.3
Madhya Pradesh,Sehore,2,Ichhawar Sub-Mandi,Soybean,2024-10-05,5,10,279,337.8,480,4320,4018,4536,4892,-572,0.0,0,0.843,Agmarknet-DMI / IMD-Grid / Sentinel-2,432.0,262.1,389.1
Madhya Pradesh,Sehore,2,Ichhawar Sub-Mandi,Soybean,2024-10-06,6,10,280,6.9,480,4556,4237,4784,4892,-336,0.0,0,0.847,Agmarknet-DMI / IMD-Grid / Sentinel-2,337.8,5.7,389.3
Madhya Pradesh,Sehore,2,Ichhawar Sub-Mandi,Soybean,2024-10-07,0,10,281,590.5,480,4282,3982,4496,4892,-610,0.0,0,0.828,Agmarknet-DMI / IMD-Grid / Sentinel-2,6.9,398.8,416.7
Madhya Pradesh,Sehore,2,Ichhawar Sub-Mandi,Soybean,2024-10-08,1,10,282,551.3,480,4292,3992,4507,4892,-600,0.0,0,0.848,Agmarknet-DMI / IMD-Grid / Sentinel-2,590.5,481.0,426.7
Madhya Pradesh,Sehore,2,Ichhawar Sub-Mandi,Soybean,2024-10-09,2,10,283,449.7,480,4295,3994,4510,4892,-597,0.0,0,0.913,Agmarknet-DMI / IMD-Grid / Sentinel-2,551.3,548.0,412.7
Madhya Pradesh,Sehore,2,Ichhawar Sub-Mandi,Soybean,2024-10-10,3,10,284,451.8,480,4272,3973,4486,4892,-620,0.0,0,0.847,Agmarknet-DMI / IMD-Grid / Sentinel-2,449.7,520.6,402.9
Madhya Pradesh,Sehore,2,Ichhawar Sub-Mandi,Soybean,2024-10-11,4,10,285,412.6,480,4325,4022,4541,4892,-567,0.0,0,0.863,Agmarknet-DMI / IMD-Grid / Sentinel-2,451.8,432.0,400.1
Madhya Pradesh,Sehore,2,Ichhawar Sub-Mandi,Soybean,2024-10-12,5,10,286,369.0,480,4375,4069,4594,4892,-517,0.0,0,0.828,Agmarknet-DMI / IMD-Grid / Sentinel-2,412.6,337.8,404.5
Madhya Pradesh,Sehore,2,Ichhawar Sub-Mandi,Soybean,2024-10-13,6,10,287,6.9,480,4521,4205,4747,4892,-371,0.0,0,0.788,Agmarknet-DMI / IMD-Grid / Sentinel-2,369.0,6.9,404.5
Madhya Pradesh,Sehore,2,Ichhawar Sub-Mandi,Soybean,2024-10-14,0,10,288,562.4,480,4239,3942,4451,4892,-653,0.0,0,0.855,Agmarknet-DMI / IMD-Grid / Sentinel-2,6.9,590.5,400.5
Madhya Pradesh,Sehore,2,Ichhawar Sub-Mandi,Soybean,2024-10-15,1,10,289,535.3,480,4287,3987,4501,4892,-605,0.0,0,0.803,Agmarknet-DMI / IMD-Grid / Sentinel-2,562.4,551.3,398.2
Madhya Pradesh,Sehore,2,Ichhawar Sub-Mandi,Soybean,2024-10-16,2,10,290,492.3,480,4270,3971,4484,4892,-622,0.0,0,0.885,Agmarknet-DMI / IMD-Grid / Sentinel-2,535.3,449.7,404.3
Madhya Pradesh,Sehore,2,Ichhawar Sub-Mandi,Soybean,2024-10-17,3,10,291,460.3,480,4299,3998,4514,4892,-593,0.0,0,0.876,Agmarknet-DMI / IMD-Grid / Sentinel-2,492.3,451.8,405.5
Madhya Pradesh,Sehore,2,Ichhawar Sub-Mandi,Soybean,2024-10-18,4,10,292,424.0,480,4247,3950,4459,4892,-645,0.0,0,0.815,Agmarknet-DMI / IMD-Grid / Sentinel-2,460.3,412.6,407.2
Madhya Pradesh,Sehore,2,Ichhawar Sub-Mandi,Soybean,2024-10-19,5,10,293,328.6,480,4388,4081,4607,4892,-504,0.0,0,0.907,Agmarknet-DMI / IMD-Grid / Sentinel-2,424.0,369.0,401.4
Madhya Pradesh,Sehore,2,Ichhawar Sub-Mandi,Soybean,2024-10-20,6,10,294,9.6,480,4496,4181,4721,4892,-396,56.2,1,0.844,Agmarknet-DMI / IMD-Grid / Sentinel-2,328.6,6.9,401.8
Madhya Pradesh,Sehore,2,Ichhawar Sub-Mandi,Soybean,2024-10-21,0,10,295,589.3,480,4236,3939,4448,4892,-656,0.0,0,0.882,Agmarknet-DMI / IMD-Grid / Sentinel-2,9.6,562.4,405.6
Madhya Pradesh,Sehore,2,Ichhawar Sub-Mandi,Soybean,2024-10-22,1,10,296,589.5,480,4234,3938,4446,4892,-658,0.0,0,0.787,Agmarknet-DMI / IMD-Grid / Sentinel-2,589.3,535.3,413.4
Madhya Pradesh,Sehore,2,Ichhawar Sub-Mandi,Soybean,2024-10-23,2,10,297,527.2,480,4289,3989,4503,4892,-603,0.0,0,0.832,Agmarknet-DMI / IMD-Grid / Sentinel-2,589.5,492.3,418.4
Madhya Pradesh,Sehore,2,Ichhawar Sub-Mandi,Soybean,2024-10-24,3,10,298,501.9,480,4207,3913,4417,4892,-685,0.0,0,0.888,Agmarknet-DMI / IMD-Grid / Sentinel-2,527.2,460.3,424.3
Madhya Pradesh,Sehore,2,Ichhawar Sub-Mandi,Soybean,2024-10-25,4,10,299,423.3,480,4361,4056,4579,4892,-531,0.0,0,0.898,Agmarknet-DMI / IMD-Grid / Sentinel-2,501.9,424.0,424.2
Madhya Pradesh,Sehore,2,Ichhawar Sub-Mandi,Soybean,2024-10-26,5,10,300,378.9,480,4326,4023,4542,4892,-566,0.0,0,0.89,Agmarknet-DMI / IMD-Grid / Sentinel-2,423.3,328.6,431.4
Madhya Pradesh,Sehore,2,Ichhawar Sub-Mandi,Soybean,2024-10-27,6,10,301,7.6,480,4480,4166,4704,4892,-412,0.0,0,0.887,Agmarknet-DMI / IMD-Grid / Sentinel-2,378.9,9.6,431.1
Madhya Pradesh,Sehore,2,Ichhawar Sub-Mandi,Soybean,2024-10-28,0,10,302,645.6,480,4210,3915,4420,4892,-682,0.0,0,0.822,Agmarknet-DMI / IMD-Grid / Sentinel-2,7.6,589.3,439.1
Madhya Pradesh,Sehore,2,Ichhawar Sub-Mandi,Soybean,2024-10-29,1,10,303,596.4,480,4203,3909,4413,4892,-689,0.0,0,0.895,Agmarknet-DMI / IMD-Grid / Sentinel-2,645.6,589.5,440.1
Madhya Pradesh,Sehore,2,Ichhawar Sub-Mandi,Soybean,2024-10-30,2,10,304,531.0,480,4248,3951,4460,4892,-644,0.0,0,0.899,Agmarknet-DMI / IMD-Grid / Sentinel-2,596.4,527.2,440.7
Madhya Pradesh,Sehore,2,Ichhawar Sub-Mandi,Soybean,2024-10-31,3,10,305,521.9,480,4238,3941,4450,4892,-654,0.0,0,0.788,Agmarknet-DMI / IMD-Grid / Sentinel-2,531.0,501.9,443.5
Madhya Pradesh,Sehore,2,Ichhawar Sub-Mandi,Soybean,2024-11-01,4,11,306,337.3,480,4334,4031,4551,4892,-558,0.0,0,0.79,Agmarknet-DMI / IMD-Grid / Sentinel-2,521.9,423.3,431.2
Madhya Pradesh,Sehore,2,Ichhawar Sub-Mandi,Soybean,2024-11-02,5,11,307,276.3,480,4361,4056,4579,4892,-531,0.0,0,0.887,Agmarknet-DMI / IMD-Grid / Sentinel-2,337.3,378.9,416.6
Madhya Pradesh,Sehore,2,Ichhawar Sub-Mandi,Soybean,2024-11-03,6,11,308,5.3,480,4491,4177,4716,4892,-401,0.0,0,0.882,Agmarknet-DMI / IMD-Grid / Sentinel-2,276.3,7.6,416.3
Madhya Pradesh,Sehore,2,Ichhawar Sub-Mandi,Soybean,2024-11-04,0,11,309,453.6,480,4304,4003,4519,4892,-588,0.0,0,0.892,Agmarknet-DMI / IMD-Grid / Sentinel-2,5.3,645.6,388.8
Madhya Pradesh,Sehore,2,Ichhawar Sub-Mandi,Soybean,2024-11-05,1,11,310,423.7,480,4330,4027,4546,4892,-562,0.0,0,0.878,Agmarknet-DMI / IMD-Grid / Sentinel-2,453.6,596.4,364.2
Madhya Pradesh,Sehore,2,Ichhawar Sub-Mandi,Soybean,2024-11-06,2,11,311,328.0,480,4371,4065,4590,4892,-521,0.0,0,0.911,Agmarknet-DMI / IMD-Grid / Sentinel-2,423.7,531.0,335.2
Madhya Pradesh,Sehore,2,Ichhawar Sub-Mandi,Soybean,2024-11-07,3,11,312,349.4,480,4308,4006,4523,4892,-584,0.0,0,0.876,Agmarknet-DMI / IMD-Grid / Sentinel-2,328.0,521.9,310.5
Madhya Pradesh,Sehore,2,Ichhawar Sub-Mandi,Soybean,2024-11-08,4,11,313,301.1,480,4392,4085,4612,4892,-500,0.0,0,0.916,Agmarknet-DMI / IMD-Grid / Sentinel-2,349.4,337.3,305.3
Madhya Pradesh,Sehore,2,Ichhawar Sub-Mandi,Soybean,2024-11-09,5,11,314,274.4,480,4357,4052,4575,4892,-535,0.0,0,0.814,Agmarknet-DMI / IMD-Grid / Sentinel-2,301.1,276.3,305.1
Madhya Pradesh,Sehore,2,Ichhawar Sub-Mandi,Soybean,2024-11-10,6,11,315,4.9,480,4553,4234,4781,4892,-339,0.0,0,0.88,Agmarknet-DMI / IMD-Grid / Sentinel-2,274.4,5.3,305.0
Madhya Pradesh,Sehore,2,Ichhawar Sub-Mandi,Soybean,2024-11-11,0,11,316,419.4,480,4266,3967,4479,4892,-626,0.0,0,0.855,Agmarknet-DMI / IMD-Grid / Sentinel-2,4.9,453.6,300.1
Madhya Pradesh,Sehore,2,Ichhawar Sub-Mandi,Soybean,2024-11-12,1,11,317,619.7,480,4197,3903,4407,4892,-695,60.9,1,0.792,Agmarknet-DMI / IMD-Grid / Sentinel-2,419.4,423.7,328.1
Madhya Pradesh,Sehore,2,Ichhawar Sub-Mandi,Soybean,2024-11-13,2,11,318,383.6,480,4367,4061,4585,4892,-525,0.0,0,0.874,Agmarknet-DMI / IMD-Grid / Sentinel-2,619.7,328.0,336.1
Madhya Pradesh,Sehore,2,Ichhawar Sub-Mandi,Soybean,2024-11-14,3,11,319,354.5,480,4317,4015,4533,4892,-575,0.0,0,0.804,Agmarknet-DMI / IMD-Grid / Sentinel-2,383.6,349.4,336.8
Madhya Pradesh,Sehore,2,Ichhawar Sub-Mandi,Soybean,2024-11-15,4,11,320,331.5,480,4404,4096,4624,4892,-488,0.0,0,0.787,Agmarknet-DMI / IMD-Grid / Sentinel-2,354.5,301.1,341.1
Madhya Pradesh,Sehore,2,Ichhawar Sub-Mandi,Soybean,2024-11-16,5,11,321,276.0,480,4376,4070,4595,4892,-516,20.8,0,0.866,Agmarknet-DMI / IMD-Grid / Sentinel-2,331.5,274.4,341.4
Madhya Pradesh,Sehore,2,Ichhawar Sub-Mandi,Soybean,2024-11-17,6,11,322,5.3,480,4463,4151,4686,4892,-429,0.0,0,0.785,Agmarknet-DMI / IMD-Grid / Sentinel-2,276.0,4.9,341.4
Madhya Pradesh,Sehore,2,Ichhawar Sub-Mandi,Soybean,2024-11-18,0,11,323,409.9,480,4276,3977,4490,4892,-616,0.0,0,0.891,Agmarknet-DMI / IMD-Grid / Sentinel-2,5.3,419.4,340.1
Madhya Pradesh,Sehore,2,Ichhawar Sub-Mandi,Soybean,2024-11-19,1,11,324,409.7,480,4280,3980,4494,4892,-612,0.0,0,0.89,Agmarknet-DMI / IMD-Grid / Sentinel-2,409.9,619.7,310.1
Madhya Pradesh,Sehore,2,Ichhawar Sub-Mandi,Soybean,2024-11-20,2,11,325,393.1,480,4266,3967,4479,4892,-626,0.0,0,0.91,Agmarknet-DMI / IMD-Grid / Sentinel-2,409.7,383.6,311.4
Madhya Pradesh,Sehore,2,Ichhawar Sub-Mandi,Soybean,2024-11-21,3,11,326,418.3,480,4280,3980,4494,4892,-612,53.8,1,0.796,Agmarknet-DMI / IMD-Grid / Sentinel-2,393.1,354.5,320.5
Madhya Pradesh,Sehore,2,Ichhawar Sub-Mandi,Soybean,2024-11-22,4,11,327,338.9,480,4380,4073,4599,4892,-512,0.0,0,0.824,Agmarknet-DMI / IMD-Grid / Sentinel-2,418.3,331.5,321.6
Madhya Pradesh,Sehore,2,Ichhawar Sub-Mandi,Soybean,2024-11-23,5,11,328,299.6,480,4402,4094,4622,4892,-490,0.0,0,0.897,Agmarknet-DMI / IMD-Grid / Sentinel-2,338.9,276.0,325.0
Madhya Pradesh,Sehore,2,Ichhawar Sub-Mandi,Soybean,2024-11-24,6,11,329,4.9,480,4541,4223,4768,4892,-351,0.0,0,0.846,Agmarknet-DMI / IMD-Grid / Sentinel-2,299.6,5.3,324.9
Madhya Pradesh,Sehore,2,Ichhawar Sub-Mandi,Soybean,2024-11-25,0,11,330,448.8,480,4299,3998,4514,4892,-593,0.0,0,0.912,Agmarknet-DMI / IMD-Grid / Sentinel-2,4.9,409.9,330.5
Madhya Pradesh,Sehore,2,Ichhawar Sub-Mandi,Soybean,2024-11-26,1,11,331,371.0,480,4305,4004,4520,4892,-587,0.0,0,0.822,Agmarknet-DMI / IMD-Grid / Sentinel-2,448.8,409.7,324.9
Madhya Pradesh,Sehore,2,Ichhawar Sub-Mandi,Soybean,2024-11-27,2,11,332,390.8,480,4301,4000,4516,4892,-591,0.0,0,0.802,Agmarknet-DMI / IMD-Grid / Sentinel-2,371.0,393.1,324.6
Madhya Pradesh,Sehore,2,Ichhawar Sub-Mandi,Soybean,2024-11-28,3,11,333,519.7,480,4245,3948,4457,4892,-647,46.7,1,0.861,Agmarknet-DMI / IMD-Grid / Sentinel-2,390.8,418.3,339.1
Madhya Pradesh,Sehore,2,Ichhawar Sub-Mandi,Soybean,2024-11-29,4,11,334,323.6,480,4327,4024,4543,4892,-565,0.0,0,0.823,Agmarknet-DMI / IMD-Grid / Sentinel-2,519.7,338.9,336.9
Madhya Pradesh,Sehore,2,Ichhawar Sub-Mandi,Soybean,2024-11-30,5,11,335,266.9,480,4338,4034,4555,4892,-554,0.0,0,0.864,Agmarknet-DMI / IMD-Grid / Sentinel-2,323.6,299.6,332.2
Madhya Pradesh,Sehore,2,Ichhawar Sub-Mandi,Soybean,2024-12-01,6,12,336,0.6,480,4540,4222,4767,4892,-352,0.0,0,0.479,Agmarknet-DMI / IMD-Grid / Sentinel-2,266.9,4.9,331.6
Madhya Pradesh,Sehore,2,Ichhawar Sub-Mandi,Soybean,2024-12-02,0,12,337,48.9,480,4532,4215,4759,4892,-360,0.0,0,0.429,Agmarknet-DMI / IMD-Grid / Sentinel-2,0.6,448.8,274.5
Madhya Pradesh,Sehore,2,Ichhawar Sub-Mandi,Soybean,2024-12-03,1,12,338,43.6,480,4534,4217,4761,4892,-358,0.0,0,0.331,Agmarknet-DMI / IMD-Grid / Sentinel-2,48.9,371.0,227.7
Madhya Pradesh,Sehore,2,Ichhawar Sub-Mandi,Soybean,2024-12-04,2,12,339,43.5,480,4449,4138,4671,4892,-443,0.0,0,0.48,Agmarknet-DMI / IMD-Grid / Sentinel-2,43.6,390.8,178.1
Madhya Pradesh,Sehore,2,Ichhawar Sub-Mandi,Soybean,2024-12-05,3,12,340,41.4,480,4428,4118,4649,4892,-464,0.0,0,0.38,Agmarknet-DMI / IMD-Grid / Sentinel-2,43.5,519.7,109.8
Madhya Pradesh,Sehore,2,Ichhawar Sub-Mandi,Soybean,2024-12-06,4,12,341,34.1,480,4537,4219,4764,4892,-355,0.0,0,0.303,Agmarknet-DMI / IMD-Grid / Sentinel-2,41.4,323.6,68.4
Madhya Pradesh,Sehore,2,Ichhawar Sub-Mandi,Soybean,2024-12-07,5,12,342,29.7,480,4478,4165,4702,4892,-414,0.0,0,0.45,Agmarknet-DMI / IMD-Grid / Sentinel-2,34.1,266.9,34.5
Madhya Pradesh,Sehore,2,Ichhawar Sub-Mandi,Soybean,2024-12-08,6,12,343,0.5,480,4483,4169,4707,4892,-409,0.0,0,0.409,Agmarknet-DMI / IMD-Grid / Sentinel-2,29.7,0.6,34.5
Madhya Pradesh,Sehore,2,Ichhawar Sub-Mandi,Soybean,2024-12-09,0,12,344,51.1,480,4462,4150,4685,4892,-430,0.0,0,0.397,Agmarknet-DMI / IMD-Grid / Sentinel-2,0.5,48.9,34.8
Madhya Pradesh,Sehore,2,Ichhawar Sub-Mandi,Soybean,2024-12-10,1,12,345,47.7,480,4521,4205,4747,4892,-371,0.0,0,0.307,Agmarknet-DMI / IMD-Grid / Sentinel-2,51.1,43.6,35.4
Madhya Pradesh,Sehore,2,Ichhawar Sub-Mandi,Soybean,2024-12-11,2,12,346,39.7,480,4441,4130,4663,4892,-451,0.0,0,0.37,Agmarknet-DMI / IMD-Grid / Sentinel-2,47.7,43.5,34.9
Madhya Pradesh,Sehore,2,Ichhawar Sub-Mandi,Soybean,2024-12-12,3,12,347,42.0,480,4430,4120,4652,4892,-462,0.0,0,0.351,Agmarknet-DMI / IMD-Grid / Sentinel-2,39.7,41.4,35.0
Madhya Pradesh,Sehore,2,Ichhawar Sub-Mandi,Soybean,2024-12-13,4,12,348,39.1,480,4480,4166,4704,4892,-412,0.0,0,0.421,Agmarknet-DMI / IMD-Grid / Sentinel-2,42.0,34.1,35.7
Madhya Pradesh,Sehore,2,Ichhawar Sub-Mandi,Soybean,2024-12-14,5,12,349,32.9,480,4470,4157,4694,4892,-422,0.0,0,0.457,Agmarknet-DMI / IMD-Grid / Sentinel-2,39.1,29.7,36.1
Madhya Pradesh,Sehore,2,Ichhawar Sub-Mandi,Soybean,2024-12-15,6,12,350,0.6,480,4512,4196,4738,4892,-380,0.0,0,0.406,Agmarknet-DMI / IMD-Grid / Sentinel-2,32.9,0.5,36.2
Madhya Pradesh,Sehore,2,Ichhawar Sub-Mandi,Soybean,2024-12-16,0,12,351,49.8,480,4517,4201,4743,4892,-375,0.0,0,0.337,Agmarknet-DMI / IMD-Grid / Sentinel-2,0.6,51.1,36.0
Madhya Pradesh,Sehore,2,Ichhawar Sub-Mandi,Soybean,2024-12-17,1,12,352,45.5,480,4527,4210,4753,4892,-365,0.0,0,0.442,Agmarknet-DMI / IMD-Grid / Sentinel-2,49.8,47.7,35.7
Madhya Pradesh,Sehore,2,Ichhawar Sub-Mandi,Soybean,2024-12-18,2,12,353,46.7,480,4466,4153,4689,4892,-426,0.0,0,0.356,Agmarknet-DMI / IMD-Grid / Sentinel-2,45.5,39.7,36.7
Madhya Pradesh,Sehore,2,Ichhawar Sub-Mandi,Soybean,2024-12-19,3,12,354,44.2,480,4475,4162,4699,4892,-417,0.0,0,0.386,Agmarknet-DMI / IMD-Grid / Sentinel-2,46.7,42.0,37.0
Madhya Pradesh,Sehore,2,Ichhawar Sub-Mandi,Soybean,2024-12-20,4,12,355,35.8,480,4429,4119,4650,4892,-463,0.0,0,0.458,Agmarknet-DMI / IMD-Grid / Sentinel-2,44.2,39.1,36.5
Madhya Pradesh,Sehore,2,Ichhawar Sub-Mandi,Soybean,2024-12-21,5,12,356,31.1,480,4503,4188,4728,4892,-389,0.0,0,0.483,Agmarknet-DMI / IMD-Grid / Sentinel-2,35.8,32.9,36.2
Madhya Pradesh,Sehore,2,Ichhawar Sub-Mandi,Soybean,2024-12-22,6,12,357,0.5,480,4487,4173,4711,4892,-405,0.0,0,0.438,Agmarknet-DMI / IMD-Grid / Sentinel-2,31.1,0.6,36.2
Madhya Pradesh,Sehore,2,Ichhawar Sub-Mandi,Soybean,2024-12-23,0,12,358,46.0,480,4529,4212,4755,4892,-363,0.0,0,0.31,Agmarknet-DMI / IMD-Grid / Sentinel-2,0.5,49.8,35.7
Madhya Pradesh,Sehore,2,Ichhawar Sub-Mandi,Soybean,2024-12-24,1,12,359,41.6,480,4488,4174,4712,4892,-404,0.0,0,0.35,Agmarknet-DMI / IMD-Grid / Sentinel-2,46.0,45.5,35.1
Madhya Pradesh,Sehore,2,Ichhawar Sub-Mandi,Soybean,2024-12-25,2,12,360,42.8,480,4482,4168,4706,4892,-410,0.0,0,0.404,Agmarknet-DMI / IMD-Grid / Sentinel-2,41.6,46.7,34.6
Madhya Pradesh,Sehore,2,Ichhawar Sub-Mandi,Soybean,2024-12-26,3,12,361,41.9,480,4443,4132,4665,4892,-449,0.0,0,0.347,Agmarknet-DMI / IMD-Grid / Sentinel-2,42.8,44.2,34.2
Madhya Pradesh,Sehore,2,Ichhawar Sub-Mandi,Soybean,2024-12-27,4,12,362,37.7,480,4514,4198,4740,4892,-378,0.0,0,0.364,Agmarknet-DMI / IMD-Grid / Sentinel-2,41.9,35.8,34.5
Madhya Pradesh,Sehore,2,Ichhawar Sub-Mandi,Soybean,2024-12-28,5,12,363,32.4,480,4458,4146,4681,4892,-434,0.0,0,0.308,Agmarknet-DMI / IMD-Grid / Sentinel-2,37.7,31.1,34.7
Madhya Pradesh,Sehore,2,Ichhawar Sub-Mandi,Soybean,2024-12-29,6,12,364,0.5,480,4480,4166,4704,4892,-412,0.0,0,0.322,Agmarknet-DMI / IMD-Grid / Sentinel-2,32.4,0.5,34.7
Madhya Pradesh,Sehore,2,Ichhawar Sub-Mandi,Soybean,2024-12-30,0,12,365,49.6,480,4470,4157,4694,4892,-422,0.0,0,0.324,Agmarknet-DMI / IMD-Grid / Sentinel-2,0.5,46.0,35.2
Madhya Pradesh,Sehore,2,Ichhawar Sub-Mandi,Soybean,2024-12-31,1,12,366,47.7,480,4472,4159,4696,4892,-420,0.0,0,0.473,Agmarknet-DMI / IMD-Grid / Sentinel-2,49.6,41.6,36.1
Madhya Pradesh,Sehore,2,Ichhawar Sub-Mandi,Soybean,2025-01-01,2,1,1,38.7,480,4527,4210,4753,4892,-365,0.0,0,0.379,Agmarknet-DMI / IMD-Grid / Sentinel-2,47.7,42.8,35.5
Madhya Pradesh,Sehore,2,Ichhawar Sub-Mandi,Soybean,2025-01-02,3,1,2,39.6,480,4443,4132,4665,4892,-449,0.0,0,0.472,Agmarknet-DMI / IMD-Grid / Sentinel-2,38.7,41.9,35.2
Madhya Pradesh,Sehore,2,Ichhawar Sub-Mandi,Soybean,2025-01-03,4,1,3,39.1,480,4539,4221,4766,4892,-353,0.0,0,0.322,Agmarknet-DMI / IMD-Grid / Sentinel-2,39.6,37.7,35.4
Madhya Pradesh,Sehore,2,Ichhawar Sub-Mandi,Soybean,2025-01-04,5,1,4,31.3,480,4477,4164,4701,4892,-415,0.0,0,0.43,Agmarknet-DMI / IMD-Grid / Sentinel-2,39.1,32.4,35.2
Madhya Pradesh,Sehore,2,Ichhawar Sub-Mandi,Soybean,2025-01-05,6,1,5,0.6,480,4462,4150,4685,4892,-430,0.0,0,0.432,Agmarknet-DMI / IMD-Grid / Sentinel-2,31.3,0.5,35.2
Madhya Pradesh,Sehore,2,Ichhawar Sub-Mandi,Soybean,2025-01-06,0,1,6,47.9,480,4472,4159,4696,4892,-420,0.0,0,0.302,Agmarknet-DMI / IMD-Grid / Sentinel-2,0.6,49.6,35.0
Madhya Pradesh,Sehore,2,Ichhawar Sub-Mandi,Soybean,2025-01-07,1,1,7,46.4,480,4428,4118,4649,4892,-464,0.0,0,0.381,Agmarknet-DMI / IMD-Grid / Sentinel-2,47.9,47.7,34.8
